data/basic_example.json	-1	     0.03005	0.000229	0	0.029645	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.012963	0.000187	0	0.012435	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.011572	0.000126	0	0.011008	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.010392	0.00018	0	0.010034	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.008286	0.000132	0	0.008053	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.010254	0.00012	0	0.009968	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.015511	0.00015	0	0.014804	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.040781	0.000212	0	0.040302	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.008479	0.000165	0	0.008121	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.017181	0.000283	0	0.016441	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.007929	8.9e-05	0	0.007679	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.008455	0.000127	0	0.008225	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.013399	0.0002	0	0.012835	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.010459	0.000163	0	0.010052	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.015999	0.000185	0	0.015134	6	6	6	6	0	0	0
data/basic_example.json	-1	     0.01115	0.000184	0	0.010657	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.008068	0.000161	0	0.007784	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.008457	0.000177	0	0.008256	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.012641	0.000167	0	0.01223	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.010381	0.000183	0	0.009882	6	6	6	6	0	0	0
data/basic_example.json	-1	    0.012124	0.000126	0	0.011636	6	6	6	6	0	0	0
